class_id,title,instructor,duration_min,original_air_date,description,peloton_url,image_url,times_taken,last_taken,dates_taken,search_text,days_since_taken
420c3840c5864289957c816a7275718b,20 min Yoga Flow,Kirra Michel,20,03/18/2025,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=420c3840c5864289957c816a7275718b,https://s3.amazonaws.com/peloton-ride-images/c146324096a6c7a4af9d91ab4829e37722e7ea96/img_1742338106_1d6bd47df7854b629ebb48f54f45126c.png,4,06/23/2025,"03/21/2025, 05/02/2025, 05/27/2025, 06/23/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 03/18/2025 06/23/2025",356
a9baf15c83f74df19336b6c31b274aed,20 min Yoga Flow,Kirra Michel,20,02/01/2025,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=a9baf15c83f74df19336b6c31b274aed,https://s3.amazonaws.com/peloton-ride-images/e13b38d3789468966d5bb6e480f8361f593c2a61/img_1735841960_8b7c39095a8f4d06a603b2cc3a5d4b54.png,4,06/06/2025,"03/19/2025, 03/31/2025, 05/01/2025, 06/06/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 02/01/2025 06/06/2025",373
f7e2408a59214fc8b26ffb3a1b6730af,20 min Grounded Yoga Flow,Kirra Michel,20,08/08/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=f7e2408a59214fc8b26ffb3a1b6730af,https://s3.amazonaws.com/peloton-ride-images/b70bc89b58ecb7679f3eba1ef7a666c789980369/img_1691535644_a18cc7fd2eab4dc8971fd115c3193857.png,4,05/13/2025,"10/15/2024, 11/12/2024, 02/12/2025, 05/13/2025","20 min Grounded Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 08/08/2023 05/13/2025",397
6a3d1146509a43f1a263a448497ba4dc,20 min Yoga Flow,Kirra Michel,20,07/06/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=6a3d1146509a43f1a263a448497ba4dc,https://s3.amazonaws.com/peloton-ride-images/faa658d61ba79e15aaee3895b976363f497856b8/img_1688664247_74fd7267dcd84d51b8e2c52cb6831d26.png,4,05/09/2025,"10/29/2024, 03/24/2025, 04/08/2025, 05/09/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 07/06/2023 05/09/2025",401
ae24818d11db47c4ba47641cd7968467,20 min Morning Yoga Flow,Kirra Michel,20,06/20/2024,Kirra designed this yoga sequence to help you start your day!,https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=ae24818d11db47c4ba47641cd7968467,https://s3.amazonaws.com/peloton-ride-images/ff17e6642e88414078cf591fd4741c496b113ea8/img_1716483811_cb5210da7ec14f83807b2b5653b5be69.png,4,05/06/2025,"09/09/2024, 10/31/2024, 01/22/2025, 05/06/2025",20 min Morning Yoga Flow Kirra Michel Kirra designed this yoga sequence to help you start your day! 20 06/20/2024 05/06/2025,404
5968e3910c53408c93dd60fa17e4fcd2,20 min Yoga Flow,Kirra Michel,20,09/05/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=5968e3910c53408c93dd60fa17e4fcd2,https://s3.amazonaws.com/peloton-ride-images/fbcea38062df5bf25dd7dd4387de9337a042a2d5/img_1693954769_4320a38add204142a0ee522650e31469.png,4,04/09/2025,"10/14/2024, 11/08/2024, 01/24/2025, 04/09/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 09/05/2023 04/09/2025",431
dfb9848b8991408181f73a07be1058cd,20 min Yoga Flow,Kirra Michel,20,04/06/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=dfb9848b8991408181f73a07be1058cd,https://s3.amazonaws.com/peloton-ride-images/32009492fe96beada5917ad803aa3893d2c5f90b/img_1680798322_5e26ab53e793417aa56ac8e3e58759f8.png,4,03/18/2025,"09/23/2024, 12/31/2024, 02/13/2025, 03/18/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 04/06/2023 03/18/2025",453
bc1675241b934256b063c8961284d2b7,20 min Yoga Flow,Kirra Michel,20,02/27/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=bc1675241b934256b063c8961284d2b7,https://s3.amazonaws.com/peloton-ride-images/bc1675241b934256b063c8961284d2b7/img_1e441c993ba74fc7b30f65472035d79b,4,03/17/2025,"09/17/2024, 12/20/2024, 02/24/2025, 03/17/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 02/27/2023 03/17/2025",454
4211687018c34980992df581a0f42c13,20 min Yoga Flow,Kirra Michel,20,01/23/2024,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=4211687018c34980992df581a0f42c13,https://s3.amazonaws.com/peloton-ride-images/336ff4d6071ea0313d55363a307eb229d1290639/img_1706054128_bbdff76ad4c34cc09486b097bdc08875.png,4,01/27/2025,"09/13/2024, 11/11/2024, 01/02/2025, 01/27/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 01/23/2024 01/27/2025",503
5df94ed96c3e4b0fb6deca05790afe23,10 min Yoga Flow,Kirra Michel,10,02/06/2024,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=5df94ed96c3e4b0fb6deca05790afe23,https://s3.amazonaws.com/peloton-ride-images/7dbf821b93be782afcfe81be2b8d90a647fcce4a/img_1707263356_70d93537cd884ad3951db490ee2f88fe.png,4,09/11/2024,"02/12/2024, 05/20/2024, 06/11/2024, 09/11/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 02/06/2024 09/11/2024",641
76a4c414681a49d8a3770da1407585a7,15 min Yoga Flow,Kirra Michel,15,01/19/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=76a4c414681a49d8a3770da1407585a7,https://s3.amazonaws.com/peloton-ride-images/009bbdc8a1ff0da3df41cf33b83bff9ea32b9b07/img_1674149738_e4ee30368dd44a45baee95a0d04cc57e.png,4,09/04/2024,"07/11/2024, 07/18/2024, 08/05/2024, 09/04/2024","15 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 15 01/19/2023 09/04/2024",648
ab042c427ba444adbdf376f523403ac8,10 min Yoga Flow,Kirra Michel,10,06/12/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=ab042c427ba444adbdf376f523403ac8,https://s3.amazonaws.com/peloton-ride-images/53af6465d6a2ea029ee2ddcdc9bbeb784690fa4d/img_1623508579_c443899eb2c0430c82feb2586ef53d3e.png,4,08/20/2024,"03/27/2024, 04/23/2024, 05/21/2024, 08/20/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 06/12/2021 08/20/2024",663
fc0595fdd0734ab7b8954d71aa10918f,30 min Yoga Flow,Kirra Michel,30,03/13/2026,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=fc0595fdd0734ab7b8954d71aa10918f,https://s3.amazonaws.com/peloton-ride-images/fc0595fdd0734ab7b8954d71aa10918f/img_2bd3e218fb8745119e5b18b64ab4179a,3,06/08/2026,"03/20/2026, 03/27/2026, 06/08/2026","30 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 30 03/13/2026 06/08/2026",6
d6fa19e291f644e4a56eb4d627bdf594,30 min 90s Yoga Flow,Kirra Michel,30,01/17/2026,"For a little nostalgia, hop on the mat to dance and work your way through this 90s-themed yoga class.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=d6fa19e291f644e4a56eb4d627bdf594,https://s3.amazonaws.com/peloton-ride-images/d6fa19e291f644e4a56eb4d627bdf594/img_4118fb3ca09e4839a1a5d2059da0a834,3,05/14/2026,"01/30/2026, 04/16/2026, 05/14/2026","30 min 90s Yoga Flow Kirra Michel For a little nostalgia, hop on the mat to dance and work your way through this 90s-themed yoga class. 30 01/17/2026 05/14/2026",31
b73f7481891e407e9fae8bb935112581,20 min Yoga Flow,Kirra Michel,20,04/22/2025,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=b73f7481891e407e9fae8bb935112581,https://s3.amazonaws.com/peloton-ride-images/b73f7481891e407e9fae8bb935112581/img_5f22c08c21e8403caab8729fad71974f,3,06/05/2025,"04/23/2025, 05/07/2025, 06/05/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 04/22/2025 06/05/2025",374
755aaed0f4a44362a9860fbaab6eeed3,20 min Yoga Flow,Kirra Michel,20,05/03/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=755aaed0f4a44362a9860fbaab6eeed3,https://s3.amazonaws.com/peloton-ride-images/319987214190091dd2bf79b7b9378f2eb84e4e0d/img_1620042761_e78b1ed0802b432e8b82cb1e97893677.png,3,05/12/2025,"09/20/2024, 05/12/2025, 05/12/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 05/03/2021 05/12/2025",398
6da27292b8ca468a9a7abe3d39ee8829,20 min Focus Flow: Hips,Kirra Michel,20,02/16/2023,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=6da27292b8ca468a9a7abe3d39ee8829,https://s3.amazonaws.com/peloton-ride-images/e02f324f51988ad690a3293c2a6a78c9b96f652e/img_1676568562_9675a439730d46d2bd762041b3011007.png,3,04/07/2025,"01/08/2025, 02/18/2025, 04/07/2025","20 min Focus Flow: Hips Kirra Michel This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread! 20 02/16/2023 04/07/2025",433
ddfdf2c086e742c78147545122032dc5,20 min Yoga Flow,Kirra Michel,20,03/21/2023,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=ddfdf2c086e742c78147545122032dc5,https://s3.amazonaws.com/peloton-ride-images/410d0e2a7841c7d13fed110c9f200183bb3af44a/img_1679440016_88ee07989e994a968688c7a6429466b2.png,3,02/19/2025,"09/30/2024, 11/01/2024, 02/19/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 03/21/2023 02/19/2025",480
f2c65243f2b54151a643885bf9cc23d5,20 min Yoga Flow,Kirra Michel,20,05/24/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=f2c65243f2b54151a643885bf9cc23d5,https://s3.amazonaws.com/peloton-ride-images/cd99c55a14b2e0244bc3840d7ab2d156a6a462ed/img_1621853602_319dedaecae94c07b22030d6221867a5.png,3,01/07/2025,"09/27/2024, 09/27/2024, 01/07/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 05/24/2021 01/07/2025",523
87d479dd60f746a08699512a499fe51d,20 min Yoga Flow,Kirra Michel,20,06/24/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=87d479dd60f746a08699512a499fe51d,https://s3.amazonaws.com/peloton-ride-images/120e97eb86b34b758e0d1f0cfa92d4484942d27a/img_1624053196_d316f899aa7341f2b83fb86ce17b29d0.jpg,3,01/03/2025,"10/01/2024, 10/30/2024, 01/03/2025","20 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 20 06/24/2021 01/03/2025",527
98569c1471bd40beb46127d617aa6890,15 min Yoga Flow,Kirra Michel,15,09/02/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=98569c1471bd40beb46127d617aa6890,https://s3.amazonaws.com/peloton-ride-images/0653a2b36cf410a82c1cf6f8a3827cc992674113/img_1627679959_9bf91bb7eb6d4a5c85e2ed1a722d6e5d.png,3,08/26/2024,"07/15/2024, 07/22/2024, 08/26/2024","15 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 15 09/02/2021 08/26/2024",657
d2b30a53cbd04e4fbdaa614703555461,10 min Yoga Flow,Kirra Michel,10,07/15/2022,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=d2b30a53cbd04e4fbdaa614703555461,https://s3.amazonaws.com/peloton-ride-images/67604719878667b0fac9e6506f09c4f717481152/img_1657845151_1c30b25a2aac483a99c34b9453b2b9a2.png,3,08/24/2024,"03/18/2024, 06/12/2024, 08/24/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 07/15/2022 08/24/2024",659
01812ecf18e84ee6bca49eea0383c22f,10 min Yoga Flow,Kirra Michel,10,04/28/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=01812ecf18e84ee6bca49eea0383c22f,https://s3.amazonaws.com/peloton-ride-images/bc2f3107513fd19f50244b9dd6679216928aebc8/img_1619569698_66a438d884944bd1b078716f458f211b.png,3,08/23/2024,"03/21/2024, 05/06/2024, 08/23/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 04/28/2021 08/23/2024",660
e924b07459d445efa41e6cc7270d8e28,10 min Yoga Flow,Kirra Michel,10,02/22/2024,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=e924b07459d445efa41e6cc7270d8e28,https://s3.amazonaws.com/peloton-ride-images/0f4ff872d2d13ed596d6a056a3599e612e7c6870/img_1708623500_08a785f33e7643fd905729283ac6bedd.png,3,07/09/2024,"02/26/2024, 05/03/2024, 07/09/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 02/22/2024 07/09/2024",705
9d5d8e8e73a148ae9a4d240d9b63d3ea,10 min Yoga Flow,Kirra Michel,10,07/26/2021,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance.",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=9d5d8e8e73a148ae9a4d240d9b63d3ea,https://s3.amazonaws.com/peloton-ride-images/d7211b80c06a5f328137496457cc60b210bb29b9/img_1627310950_3f98af7c1dd24ed1a639b76a32791dc8.png,3,06/25/2024,"04/05/2024, 06/04/2024, 06/25/2024","10 min Yoga Flow Kirra Michel In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance. 10 07/26/2021 06/25/2024",719
7c9a03e5cc154271b79f414f99a380b5,10 min Listening Party Yoga Flow,Kirra Michel,10,03/01/2024,"Go on a music discovery journey as you move through a curated playlist packed with unique indie tracks, rare deep cuts and exciting new artists.
",https://members.onepeloton.com/classes/yoga?modal=classDetailsModal&classId=7c9a03e5cc154271b79f414f99a380b5,https://s3.amazonaws.com/peloton-ride-images/99fd3cfe3df4db94c2c23ac9708df0b554fabcaa/img_1709083308_e578c61df6694874acc48817094423d7.png,3,06/21/2024,"03/04/2024, 04/30/2024, 06/21/2024","10 min Listening Party Yoga Flow Kirra Michel Go on a music discovery journey as you move through a curated playlist packed with unique indie tracks, rare deep cuts and exciting new artists.
 10 03/01/2024 06/21/2024",723
